 DECAY0 generated file: 0nu2bplus_test.dat                      

  date and hour         :   12. 6.2019    10:36: 8
  initial random number :            0
    
  event type: Xe124           
              0nubb(mn) 0+ -> 0+     {2n}      
              level, Elevel (MeV) =  0+       0.0000     MeV
    
 Format of data:
  for each event    - event's number,
                      time of event's start, 
                      number of emitted particles;
  for each particle - GEANT number of particle,
                      x,y,z components of momentum,
                      time shift from previous time
    
 Time - in sec, momentum - in MeV/c
    
 First event and full number of events:
           1       10000
  2 -0.555367E-01 -0.816127E-01 -0.734404      0.00000    
  2  0.191400      0.224960      0.724666      0.00000    
     165  0.00000       2
  2  0.524384     -0.279643      0.362634      0.00000    
  2  0.529624     -0.430728     -0.464707      0.00000    
     166  0.00000       2
  2  0.707851     -0.594788     -0.468249      0.00000    
  2  0.400112      0.186058      0.742628E-01  0.00000    
     167  0.00000       2
  2  0.525449     -0.127604     -0.830237      0.00000    
  2 -0.437708     -0.177696E-01  0.255477      0.00000    
     168  0.00000       2
  2  0.558917     -0.515984      0.613535      0.00000    
  2  0.514815     -0.758427E-01 -0.617557E-01  0.00000    
     169  0.00000       2
  2 -0.172698      0.688701E-01 -0.665167      0.00000    
  2  0.579310      0.520804      0.289494      0.00000    
     170  0.00000       2
  2 -0.100117     -0.419210      0.625162      0.00000    
  2  0.372587E-01  0.722426     -0.247006      0.00000    
     171  0.00000       2
  2 -0.218901      0.360473      0.933635      0.00000    
  2 -0.441258      0.112014      0.870524E-01  0.00000    
     172  0.00000       2
  2 -0.274500      0.576885     -0.490092      0.00000    
  2 -0.418732E-01 -0.545690      0.464377      0.00000    
     173  0.00000       2
  2 -0.329316E-01 -0.422698      0.466119      0.00000    
  2 -0.753141      0.468123      0.344452E-02  0.00000    
     174  0.00000       2
  2  0.338360      0.513760      0.525327      0.00000    
  2 -0.295877     -0.530755      0.374628      0.00000    
     175  0.00000       2
  2  0.326925     -0.508998      0.153456      0.00000    
  2  0.671737      0.495770      0.314461      0.00000    
     176  0.00000       2
  2 -0.117818      0.801813      0.116002      0.00000    
  2  0.460744E-01 -0.699653     -0.596077E-01  0.00000    
     177  0.00000       2
  2  0.280265     -0.409217     -0.834436      0.00000    
  2 -0.362132     -0.365917     -0.134507      0.00000    
     178  0.00000       2
  2 -0.292051      0.716294      0.291442E-01  0.00000    
  2  0.299561     -0.264322     -0.634243      0.00000    
     179  0.00000       2
  2 -0.817270      0.687445     -0.116029E-01  0.00000    
  2  0.396146     -0.525916E-01 -0.518058E-01  0.00000    
     180  0.00000       2
  2  0.537162     -0.506293E-03  0.631943E-01  0.00000    
  2 -0.578166      0.515502     -0.573045      0.00000    
     181  0.00000       2
  2 -0.277952     -0.100800      0.577741      0.00000    
  2  0.799280      0.179539      0.292029      0.00000    
     182  0.00000       2
  2 -0.747107     -0.835823E-01  0.587719      0.00000    
  2  0.163400     -0.397231      0.346875      0.00000    
     183  0.00000       2
  2 -0.544529     -0.175083     -0.170706      0.00000    
  2  0.418317      0.559652     -0.592463      0.00000    
     184  0.00000       2
  2 -0.591349      0.782903E-01 -0.174102      0.00000    
  2 -0.471506      0.461462      0.604110      0.00000    
     185  0.00000       2
  2  0.406531E-01  0.792082      0.185808E-01  0.00000    
  2 -0.682352E-01 -0.430311     -0.585703      0.00000    
     186  0.00000       2
  2  0.965900E-01 -0.659280     -0.779807      0.00000    
  2 -0.392615     -0.213370     -0.116743      0.00000    
     187  0.00000       2
  2  0.723699      0.461402      0.277285      0.00000    
  2  0.188975E-01  0.442131     -0.424241      0.00000    
     188  0.00000       2
  2  0.287735     -0.733468     -0.300571      0.00000    
  2 -0.411031      0.415850     -0.342519      0.00000    
     189  0.00000       2
  2 -0.525039      0.811167      0.384261E-01  0.00000    
  2  0.465678      0.215310      0.157299      0.00000    
     190  0.00000       2
  2  0.233471     -0.939406E-02  0.341688      0.00000    
  2  0.246395      0.300310      0.986696      0.00000    
     191  0.00000       2
  2 -0.849575     -0.590411E-01  0.187574      0.00000    
  2  0.532662      0.246903     -0.270509      0.00000    
     192  0.00000       2
  2 -0.499990      0.473385E-01  0.337490      0.00000    
  2  0.821948      0.377589     -0.895336E-01  0.00000    
     193  0.00000       2
  2 -0.106000      0.439411     -0.193860      0.00000    
  2  0.412590     -0.689833      0.599595      0.00000    
     194  0.00000       2
  2  0.249378     -0.902654E-01 -0.230291      0.00000    
  2  -1.08438      0.135795     -0.141246      0.00000    
     195  0.00000       2
  2  0.599501     -0.605589      0.308259      0.00000    
